title,content,nro_licitacion,tipo_variable,llm_response
Plan de entrega de los servicios,"Plan de entrega de los servicios
ITEM Descripción Unidad Cantidad Lugar donde los Fecha final
de servicios serán de
Medida prestados ejecución
de los
servicios
((**))
43/86
1 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
PREVENTIVO DE LOS Asunción o sus PLAN DE
ASCENSORES DEL BLOQUE A dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
2 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
PREVENTIVO DE LOS Asunción o sus PLAN DE
ASCENSORES DEL BLOQUE C dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
3 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
PREVENTIVO DEL ASCENSOR Asunción o sus PLAN DE
DEL C.P.J. dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
4 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE Asunción o sus PLAN DE
REMACHADO DE PUERTAS DE dependencias, de ENTREGA
CABINA -1PAR. acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
5 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE SOPORTE Asunción o sus PLAN DE
CARETILO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
4/86
6 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
CARETILO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
7 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE Asunción o sus PLAN DE
REBOBINADO DE MOTOR DE dependencias, de ENTREGA
PUERTA acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
8 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE BRAZO DE Asunción o sus PLAN DE
PUERTA DE CABINA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
9 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE PULIDO DE Asunción o sus PLAN DE
PUERTA DE PAVIMENTO DE dependencias, de ENTREGA
ACERO INOXIDABLE. acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
10 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE PULIDO DE Asunción o sus PLAN DE
CABINA DE CHAPA DE ACERO dependencias, de ENTREGA
INOXIDABLE. acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
45/86
1 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE BRAZO Asunción o sus PLAN DE
HIDRAULICO PARA PUERTA DE dependencias, de ENTREGA
PAVIMENTO acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
12 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE PERDIDA DE Asunción o sus PLAN DE
ACEITE DE MAQUINA DE dependencias, de ENTREGA
TRACION acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
13 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
RULEMAN MAQUINA DE dependencias, de ENTREGA
TRACION acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
14 SEVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
RULEMAN MOTOR DE dependencias, de ENTREGA
TRACION acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
15 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
RULEMAN MOTOR GENERADOR dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
46/86
16 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE MICRORUPTOR Asunción o sus PLAN DE
PARA FRENO DE MAQUINA. dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
17 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO CINTA Asunción o sus PLAN DE
SELECTORA COMPLETO dependencias, de ENTREGA
ASCENSOR PUBLICO Y acuerdo a lo indicado DE LOS
FUNCIONARIO DEL BLOQUE A en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
18 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO CINTA Asunción o sus PLAN DE
SELECTORA COMPLETO - dependencias, de ENTREGA
BLOQUE C. acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
19 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE CINTA Asunción o sus PLAN DE
SELECTORA COMPLETO - dependencias, de ENTREGA
C.P.J.- acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
20 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE REVITE PARA Asunción o sus PLAN DE
CINTA SELECTORA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
47/86
21 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE PLACA Asunción o sus PLAN DE
MADRE DE CONTROL ALPHA I - dependencias, de ENTREGA
PALACETE acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
2 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE TOPE Asunción o sus PLAN DE
OPERADOR DE PUERTA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
23 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
CABOS DE TRACION dependencias, de ENTREGA
ASCENSOR FUNCIONARIO Y acuerdo a lo indicado DE LOS
PUBLICO BLOQUE A en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
24 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
CABOS DE TRACION dependencias, de ENTREGA
ASCENSOR INTENDENCIA acuerdo a lo indicado DE LOS
BLOQUE A en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
25 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y CAMBIO DE Asunción o sus PLAN DE
CABOS DE TRACION BLOQUE dependencias, de ENTREGA
C acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
48/86
26 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE MOTOR Asunción o sus PLAN DE
GENERADOR DEL ASCENSOR dependencias, de ENTREGA
PUBLICO Y FUNCIONARIO acuerdo a lo indicado DE LOS
BLOQUE A en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
27 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE MOTOR Asunción o sus PLAN DE
GENERADOR DEL ASCENSOR dependencias, de ENTREGA
INTENDENCIA BLOQUE A acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
28 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ALFOMBRAS DE Asunción o sus PLAN DE
GOMA PARA CABINA POR CADA dependencias, de ENTREGA
M2 acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
29 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION REGULACION Asunción o sus PLAN DE
DE POTENCIOMETRO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
30 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
CAMBIO DE POTENCIOMETRO. Asunción o sus PLAN DE
dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
49/86
31 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE LAS BASES Asunción o sus PLAN DE
DE LOS CONTACTOS MOVILES dependencias, de ENTREGA
DE LAS LAVES N°: 7 Y 10 acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
32 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE COLECTOR Asunción o sus PLAN DE
DE MG 45B dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
3 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
CAMBIO DE RULEMNAN PARA Asunción o sus PLAN DE
TACO GENERADOR dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
34 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE POLEA DE Asunción o sus PLAN DE
TACO GENERADOR dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
35 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
CAMBIO DE POLEA DE TACO Asunción o sus PLAN DE
GENERADOR dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
50/86
36 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE PLACA Asunción o sus PLAN DE
MADRE DE COMJUNTO REL 3 dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
37 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE EJE DE Asunción o sus PLAN DE
ROTOR DEL TACO GENERADOR dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
38 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE EJE DE LA Asunción o sus PLAN DE
POLEA DE METAL DE TACO dependencias, de ENTREGA
GENERADOR acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
39 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE BARA Asunción o sus PLAN DE
ELECTRONICA DE PROTECION dependencias, de ENTREGA
DE PASAJEROS EL PAR acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
40 SERVICIO DE MANTENIMIENTO Unidad 1 Municipalidad de ((**)) VER
Y REPARACION DE RECORTE Y Asunción o sus PLAN DE
ECUALIZACION DE CABOS DE dependencias, de ENTREGA
TRACION acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
51/86
41 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE RESORTES PARA Asunción o sus PLAN DE
PICK UP dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
42 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CARBONES PARA Asunción o sus PLAN DE
EXCITADOR MG45 dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
43 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE BOBINAS PARA Asunción o sus PLAN DE
RELE DC-303G3 dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
4 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ANILO NEGRO Asunción o sus PLAN DE
P/I.L.H dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
45 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CONTACTOS DE Asunción o sus PLAN DE
CARBON PARA CONTACTORA dependencias, de ENTREGA
FRl Y 6P acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
52/86
46 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ALEMITE DE Asunción o sus PLAN DE
ENGRASE P/MAQUINA DE dependencias, de ENTREGA
TRACION acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
47 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE TOPES PARA Asunción o sus PLAN DE
OPERADOR DE PUERTA TIPO A dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
48 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CARBONES PARA Asunción o sus PLAN DE
GENERADOR MG45 dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
49 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE COREAS PARA Asunción o sus PLAN DE
MG45B dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
50 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE FORZADOR DE Asunción o sus PLAN DE
AIRE PARA CABINA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
53/86
51 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE COJINETES Asunción o sus PLAN DE
LATERALES dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
52 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE COJINETES Asunción o sus PLAN DE
CENTRALES dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
53 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
PROVISION Y MONTAJE DE Asunción o sus PLAN DE
CAMBIO DE RULEMAN DE dependencias, de ENTREGA
POLEA DE SOPORTE DE acuerdo a lo indicado DE LOS
CABINA en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
54 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE FLECHA PARA Asunción o sus PLAN DE
GONGO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
5 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CONTACTO Asunción o sus PLAN DE
AUXILIAR MOVIL TIPO V dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
54/86
56 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE PLACA Asunción o sus PLAN DE
ELECTRONICA DE TIEMPO dependencias, de ENTREGA
PARA RELE AST acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
57 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE PLACA Asunción o sus PLAN DE
ELECTRONICA EDV DE 643 G2 dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
58 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE PLACA Asunción o sus PLAN DE
ELECTRONICA DE 5131 G1 dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
59 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ENCASTRE DE Asunción o sus PLAN DE
PUERTA P/OPERADOR A dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
60 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ANILO NEGRO Asunción o sus PLAN DE
PARA BOTON DE PISO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
5/86
61 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE FOCOS Asunción o sus PLAN DE
BAYONETA DE 12 V; 2 W dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
62 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE LAMPARAS TIPO Asunción o sus PLAN DE
LED 20 V PARA CABINA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
63 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE TUBOS Asunción o sus PLAN DE
FLUORESCENTES 20 W. PARA dependencias, de ENTREGA
CABINA acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
64 SERVICIO TECNICO DE Unidad 1 Municipalidad de ((**)) VER
RECTIFICADO DE CONJUNTO Asunción o sus PLAN DE
DE FRENO CON DESMONTAJE Y dependencias, de ENTREGA
MONTAJE. acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
65 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ALEMITES PARA Asunción o sus PLAN DE
LUBRICACION. dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
56/86
6 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CONTACTO Asunción o sus PLAN DE
AUXILIAR FIJO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
67 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE BOBINA PARA Asunción o sus PLAN DE
CONTACTOR BLF 125V dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
68 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE GUIADORES DE Asunción o sus PLAN DE
PUERTA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
69 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE TORNILO PARA Asunción o sus PLAN DE
PANEL dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
70 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ANILO NEGRO Asunción o sus PLAN DE
PARA PANEL dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
57/86
71 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ANILO NEGRO Asunción o sus PLAN DE
PARA PAVIMENTO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
72 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE ALARMA PARA Asunción o sus PLAN DE
CABINA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
73 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CABALETE Asunción o sus PLAN DE
CENTRAL PARA CINTA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
74 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE LAVE PARA MG Asunción o sus PLAN DE
DOBLE PARA PANEL DE CABINA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
75 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE RECTIFICADOR Asunción o sus PLAN DE
PARA FUENTES ESTATICAS dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
58/86
76 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE PROTECION DE Asunción o sus PLAN DE
LAMADA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
7 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE LENTE GRAVADO Asunción o sus PLAN DE
dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
78 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE RED SWITCH Asunción o sus PLAN DE
dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
79 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE LAMPARAS PARA Asunción o sus PLAN DE
GONGO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
80 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE BOTON Asunción o sus PLAN DE
GRAVADO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
59/86
81 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE GUIADORES DE Asunción o sus PLAN DE
CINTA SELECTORA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
82 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CERADURA TIPO Asunción o sus PLAN DE
YALE PARA CABINA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
83 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE APAGA CHISPA Asunción o sus PLAN DE
DE PORCELANA dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
84 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE EJE PARA PORTA Asunción o sus PLAN DE
CARBONES dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
85 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE COREA PLANA Asunción o sus PLAN DE
PARA TACO GENERADOR dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
60/86
86 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE MICRORUPTOR Asunción o sus PLAN DE
dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
87 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE BASE DE Asunción o sus PLAN DE
BAQUELITA PARA LAVE dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
8 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE CONTACTO FIJO Asunción o sus PLAN DE
PRINCIPAL dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
en la Orden de SERVICIOS.
Servicio emitida por
la Direción de
Servicios
Administrativos.
89 SERVICIO DE PROVISION Y Unidad 1 Municipalidad de ((**)) VER
MONTAJE DE SOLERA PARA Asunción o sus PLAN DE
CABINA Y PAVIMENTO dependencias, de ENTREGA
acuerdo a lo indicado DE LOS
