titulo,pre_informacion,cuerpo,post_informacion,ayuda,editable,no_aplica,opcional
Periodo de validez de la Garantía de Cumplimiento de Contrato,<p>El plazo de vigencia de la Garantía de Fiel Cumplimiento de Contrato será de:</p>,,"<p>Si la entrega de los bienes o la prestación de los servicios, se realizare en un plazo menor o igual a diez (10) días calendario posteriores a la firma del contrato, la garantía de fiel cumplimiento deberá ser entregada antes del cumplimiento de la prestación.</p>","<p>Indicar en este apartado el plazo&nbsp;requerido para la validez de la&nbsp;Garantía&nbsp;de Fiel Cumplimiento de Contrato, pudiendo estos plazos computarse en días corridos, meses, años.&nbsp;</p>

<p>El plazo de vigencia de esta garantía deberá cubrir por lo menos de 30 días posteriores al plazo de ejecución o vigencia del contrato, según sea el caso.&nbsp;</p>

<p>&nbsp;</p>",True,False,False
Formas y condiciones de pago.,"<p>1. Las formas y condiciones de pago al Proveedor de servicios asegurativos en virtud del Contrato serán las siguientes:</p>

<p>&nbsp;<strong>Documentos Genéricos:</strong></p>

<ol style=""list-style-type:lower-alpha"">
	<li>Nota de Remisión u Orden de Prestación de Servicios según el objeto de la contratación;</li>
	<li>La factura de pago, con timbrado vigente, la cual deberán expresar claramente por separado el Impuesto al Valor Agregado (IVA) de conformidad con las disposiciones tributarias aplicables. En ningún caso el valor total facturado podrá exceder el valor adjudicado o las adendas aprobadas;</li>
	<li>REPSE (registro de prestadores de servicios) todos los que son prestadores de servicios;</li>
	<li>Certificado de Cumplimiento Tributario;</li>
	<li>Constancia de Cumplimiento con la Seguridad Social;</li>
	<li>Formulario de Identificación de servicios personales (FIS).</li>
</ol>

<p>Otras formas y condiciones de pago al proveedor en virtud del contrato serán las siguientes:</p>",,"<p>2. Con la solicitud de pago, y en caso de haberse requerido REASEGURO FACULTATIVO, el proveedor deberá remitir copia autenticada del Contrato de Reaseguro cubriendo el porcentaje requerido, los riesgos y pólizas adjudicadas.&nbsp;</p>

<p>3. La contratante efectuará los pagos, dentro del plazo establecido en este apartado, sin exceder sesenta (60) días después de la presentación de una factura por el proveedor, y después de que la contratante la haya aceptado. Dicha aceptación o rechazo, deberá darse a más tardar en quince (15) días posteriores a su presentación.</p>

<p>4. De conformidad a las disposiciones del Decreto N° 7781/2006, del 30 de Junio de 2006 y modificatoria, en las contrataciones con Organismos de la Administración Central, el proveedor deberá habilitar su respectiva cuenta corriente o caja de ahorro en un Banco de plaza y comunicar a la contratante para que ésta gestione&nbsp;ante la Dirección General del Tesoro Público, la habilitación en el Sistema de Tesorería (SITE).</p>

<p>5. De conformidad a lo dispuesto por el Código Civil en su Artículo 1574, la falta de pago oportuno de la contratante, trae aparejada la liberación de pago de la indemnización, por suspensión de la cobertura.</p>","<p><em>(En este apartado la convocante podrá establecer documentos, formas o condiciones distintas a las establecidas anteriormente pero que sean necesarias para el efectivo pago de las prestaciones brindadas.)</em></p>",True,False,False
Solicitud de suspensión de la ejecución del contrato,,"<p>Si la mora en el pago por parte de la contratante fuere superior a sesenta (60) días, el proveedor, consultor o contratista, tendrá derecho a solicitar por escrito la suspensión de la ejecución del contrato por causas imputables a la contratante.<strong> </strong></p>

<p>La solicitud deberá ser respondida por la contratante dentro de los 10 (diez) días hábiles de haber recibido por escrito el requerimiento. Pasado dicho plazo sin respuesta se considerará denegado el pedido, con lo que se agota la instancia administrativa quedando expedita la vía contencioso administrativa.</p>

<p>Si la demora en el pago fuese superior a ciento veinte (120) días calendario, el proveedor, consultor o contratista podrá proceder a la suspensión del cumplimiento del contrato, debiendo comunicar a la contratante con un mes de antelación tal circunstancia, a efectos del reconocimiento de los derechos que puedan derivarse de dicha suspensión, en los términos establecidos en la Ley. En este supuesto, el pago total de lo adeudado por la contratante determinará la continuidad del cumplimiento del contrato.</p>",,,False,False,False
Anticipo MIPYMES,<p>Se otorgará Anticipo MIPYMES:</p>,,,"<p><em>(La convocante deberá indicar en este apartado si se otorga el anticipo MIPYMES, en caso de que así lo estableciere en el SICP.</em></p>

<p><em>En caso de no otorgar el anticipo MIPYMES, o que el alcance del otorgamiento del anticipo sea para todos, deberá indicar que No Aplica).</em></p>",True,True,False
Solicitud de Pago de Anticipo,<p>El plazo dentro del cual se solicitará el anticipo será (en días corridos) de:</p>,,,"<p><em>Si se encuentra establecido el otorgamiento de anticipo, en este apartado se deberá indicar el plazo en días corridos con que cuenta el oferente para solicitar el pago del mismo una vez adjudicado, computados a partir de la entrega del plan de trabajo o cualquier otra indicación que consideren necesaria para acreditar el otorgamiento del mismo, además se deberá establecer la forma de amortizar. En caso de no permitirse el anticipo, se deberá establecer No Aplica.</em></p>",True,True,False
Forma de Instrumentación de Garantía de anticipo,<p>Indicar en este apartado la forma de instrumentar la garantía de anticipo.</p>,,,,True,True,False
Reajuste,<p>El precio del contrato estará sujeto a reajustes. La fórmula y el procedimiento para el reajuste serán los siguientes:&nbsp;</p>,,,"<p><em>En este apartado se deberá indicar la fórmula y las condiciones que deben darse para aplicarse el reajuste al contrato. </em><em>La convocante de acuerdo al tipo de contratación de que se trate o sus componentes, podrá considerar factores como ser la variación del dólar, salario mínimo u otros aspectos.</em></p>",True,False,False
Porcentaje de multas,"<p>El valor del porcentaje de multas que será aplicado por el atraso en la entrega de los bienes, prestación de servicios será de:</p>",,,"<p><em>[En este apartado se deberá indicar el porcentaje de multa a ser aplicado en la entrega de los bienes o prestación de servicios. </em></p>

<p><em>Para establecer el monto la convocante deberá considerar los siguientes lineamientos: </em></p>

<ol>
	<li><em>Establecer un porcentaje razonable y el mismo debe guardar relación con el tipo de incumplimiento y con el impacto del servicio a ser afectado a causa del retraso en la ejecución;</em></li>
	<li><em>Indicar si las multas serán computadas en horas, días hábiles o corridos. </em></li>
	<li><em>Si el servicio es esencial y no admite demora alguna, debería ponerse una sanción elevada. </em></li>
	<li><em>La multa podría aplicarse por hora de demora en algunos casos en que la puntualidad sea esencial para la satisfacción del servicio y la mora pueda causar un grave perjuicio al servicio público]. </em></li>
</ol>",True,False,False
Tasa de interés por Mora,"<p>En caso de que la contratante incurriera en mora en los pagos, se aplicará una tasa de interés por cada día de atraso, del:</p>",,"<p>La mora será computada a partir del día siguiente del vencimiento del pago y no incluye el día en el que la contratante realiza el pago.</p>

<p>Si la contratante no efectuara cualquiera de los pagos al proveedor en las fechas de vencimiento correspondiente o dentro del plazo establecido en la presente cláusula, la contratante pagará al proveedor interés sobre los montos de los pagos morosos a la tasa establecida en este apartado, por el período de la demora hasta que haya efectuado el pago completo, ya sea antes o después de cualquier juicio.</p>

<p>Si la mora fuera superior a 60 días, el proveedor, consultor o contratista tendrá derecho a la suspensión del contrato, por motivos que no le serán imputables, previa comunicación a la contratante, de acuerdo a lo establecido en el artículo 66 de la Ley N° 7021/22.</p>",<p><em>(En este apartado se deberá indicar el porcentaje de la tasa de interés a ser aplicado a favor del oferente en caso de que la contratante incurriera en mora en el pago).</em></p>,True,False,False
Convenios Modificatorios.,,"<p style=""margin-left:20px; margin-right:19px"">La contratante podrá acordar modificaciones al contrato conforme al artículo N° 67 de la Ley N° 7021/22 ‘’De Suministro y Contrataciones Públicas’’ y a los siguientes criterios:</p>

<p><strong>1. Ampliación de tiempo de cobertura: </strong>Cuando la contratante pretenda ampliar solo el tiempo de cobertura contratado, la ampliación podrá darse como máximo por un tiempo equivalente al 20% del valor total del contrato, sin que se modifiquen otros aspectos del contrato original, ni de las coberturas contratadas.</p>

<p><strong>2. Ampliación de bienes objeto de la cobertura: </strong>Cuando la contratante pretenda ampliar la cantidad de los bienes o de las personas que son objeto de la cobertura contratada, incorporando otros que no habían sido considerados a la hora del llamado, solo será posible si en el contrato cuya ampliación se pretende, ya se encuentren asegurados bienes o personas de características similares, debiendo en este caso, incorporarse como asegurado por el resto de la vigencia del contrato, y abonar la contratante por la cobertura, un valor proporcional al tiempo restante de vigencia. En este caso y a los efectos de la aplicación del límite del 20% previsto en la legislación, se considerará el valor total de la partida originalmente adjudicada, pudiéndose incorporar la cantidad de bienes que la Convocante requiera, sin que se modifiquen otros aspectos del contrato original, ni de las coberturas contratadas. La presente ampliación solo será posible dentro de los 12 meses posteriores a la firma del contrato original.</p>

<p>3. Las modificaciones previstas en la presente cláusula, solo serán permitidas, cuando el contrato se encuentre vigente</p>

<p>4. Tratándose de contratos abiertos, las modificaciones a ser introducidas se regirán atendiendo a la reglamentación vigente.</p>

<p>5. La celebración de un convenio modificatorio conforme a las reglas establecidas en el artículo N° 67 de la Ley N° 7021/22, que constituyan condiciones de agravación del riesgo cuando la Garantía de Cumplimiento de Contrato sea formalizada a través de póliza de seguro, obliga al proveedor a informar a la compañía aseguradora sobre las modificaciones a ser realizadas y en su caso, presentar ante la contratante los endosos por ajustes que se realicen a la póliza original en razón al convenio celebrado con la contratante.</p>

<p>Cuando el sistema de adjudicación adoptado sea de abastecimiento simultáneo las ampliaciones de los contratos se regirán por las disposiciones contenidas en la Ley N° 7021/22, sus modificaciones y reglamentaciones, que para el efecto emita la DNCP.</p>",,,False,False,False
Limitación de responsabilidad,,"<p>Excepto en casos de negligencia grave o actuación de mala fe, el proveedor no tendrá ninguna responsabilidad contractual&nbsp;de agravio o de otra índole frente a la contratante por pérdidas o daños indirectos o consiguientes, pérdidas de utilización, pérdidas de producción, o pérdidas de ganancias o por costo de intereses, estipulándose que esta exclusión no se aplicará a ninguna de las obligaciones del proveedor de pagar a la contratante las multas previstas en el contrato.</p>",,,False,False,False
Responsabilidad del proveedor,,"<p>El proveedor deberá suministrar todos los bienes o servicios de acuerdo con las condiciones establecidas en el pliego de bases y condiciones, sin perjuicio de las responsabilidades establecidas en la Ley N° 7021/22.</p>",,,False,False,False
Fuerza mayor,,"<p>El proveedor no estará sujeto a la ejecución de su Garantía de Cumplimiento, liquidación por daños y perjuicios o terminación por incumplimiento en la medida en que la demora o el incumplimiento de sus obligaciones en virtud del contrato sea el resultado de un evento de Fuerza Mayor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<ol>
	<li>Para fines de esta cláusula, ""Fuerza Mayor"" significa un evento o situación fuera del control del proveedor que es imprevisible, inevitable y no se origina por descuido o negligencia del mismo. Tales eventos pueden incluir sin que éstos sean los únicos actos de la autoridad en su capacidad soberana, guerras o revoluciones, incendios, inundaciones, epidemias, pandemias, restricciones de cuarentena, y embargos de cargamentos.</li>
	<li>El proveedor deberá demostrar el nexo existente entre el caso notorio y la obligación pendiente de cumplimiento. La fuerza mayor solamente podrá afectar a la parte del contrato cuyo cumplimiento imposible fue probado.</li>
	<li>No se considerarán casos de Fuerza Mayor los actos o acontecimientos que hagan el cumplimiento de una obligación únicamente más difícil o más onerosa para la parte correspondiente.</li>
	<li>Si se presentara un evento de Fuerza Mayor, el proveedor notificará por escrito a la contratante sobre dicha condición y causa, en el plazo de siete (7) días calendario a partir del día siguiente en que el proveedor haya tenido conocimiento del evento o debiera haber tenido conocimiento del evento. Transcurrido el mencionado plazo, sin que el proveedor o contratista haya notificado a la convocante la situación que le impide cumplir con las condiciones contractuales, no podrá invocar caso fortuito o fuerza mayor.&nbsp; Excepcionalmente, la convocante bajo su responsabilidad, podrá aceptar la notificación del evento de caso fortuito en un plazo mayor, debiendo acreditar el interés público comprometido.</li>
	<li>La fuerza mayor debe ser invocada con posterioridad a la suscripción del contrato y con anterioridad al vencimiento del plazo de cumplimiento de las obligaciones contractuales.</li>
</ol>

<p>A menos que la contratante disponga otra cosa por escrito, el proveedor continuará cumpliendo con sus obligaciones en virtud del contrato en la medida que sea razonablemente práctico, y buscará todos los medios alternativos de cumplimiento que no estuviesen afectados por la situación de fuerza mayor existente.</p>",,,False,False,False
Causales de terminación del contrato,,"<p>1. Terminación por Incumplimiento&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>a) La contratante, sin perjuicio de otros recursos a su disposición en caso de incumplimiento del contrato, podrá terminar el contrato, en cualquiera de las siguientes circunstancias:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<ol style=""list-style-type:lower-roman"">
	<li>Si el proveedor no entrega parte o ninguno de los bienes dentro del período establecido en el contrato, o dentro de alguna prórroga otorgada por la contratante; o&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</li>
	<li>Si el proveedor no cumple con cualquier otra obligación en virtud del contrato; o&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</li>
	<li>Si el proveedor, a juicio de la contratante, durante el proceso de licitación o de ejecución del contrato, ha participado en actos de fraude y corrupción;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</li>
	<li>Cuando las multas por atraso superen el monto de la Garantía de Cumplimiento de Contrato;</li>
	<li>Por suspensión de los trabajos, imputable al proveedor o al contratista, por más de sesenta días calendarios, sin que medie fuerza mayor o caso fortuito;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</li>
	<li>En los demás casos previstos en este apartado.</li>
</ol>

<p>2. Terminación por insolvencia o quiebra</p>

<p>La contratante podrá terminar el contrato mediante comunicación por escrito al proveedor si éste se declarase en quiebra o en estado de insolvencia.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>3. Terminación por conveniencia</p>

<p>a) La contratante podrá en cualquier momento terminar total o parcialmente el contrato por razones de interés público debidamente justificada, mediante notificación escrita al proveedor. La notificación indicará la razón de la terminación, así como el alcance de la terminación con respecto a las obligaciones del proveedor, y la fecha en que se hace efectiva dicha terminación.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>b) Los bienes que ya estén fabricados y estuviesen listos para ser enviados a la contratante dentro de los treinta (30) días siguientes a la fecha de recibo de la notificación de terminación del contrato deberán ser aceptados por la contratante de acuerdo con los términos y precios establecidos en el contrato. En cuanto al resto de los bienes la contratante podrá elegir entre las siguientes opciones:</p>

<p>-Que se complete alguna porción y se entregue de acuerdo con las condiciones y precios del contrato; y/o</p>

<p>-Que se cancele la entrega restante y se pague al proveedor una suma convenida por aquellos bienes que hubiesen sido parcialmente completados y por los materiales y repuestos adquiridos previamente por el proveedor.</p>

<p>Se podrán establecer otras causales de terminación de contrato, de acuerdo a su naturaleza, y se deberán tener en cuenta además, las previstas en el articulo 72 y concordantes de la Ley N° 7021/22.</p>",,,False,False,False
Otras causales de terminación del contrato,"<p>Además de las ya indicadas en la cláusula anterior, otras causales de terminación de contrato son:&nbsp;</p>",,,"<p>En caso de que no opten por agregar nuevas causales, se podrá indicar no Aplica a la presente cláusula.</p>",True,True,False
Fraude y Corrupción,,"<p>1. La convocante exige que los participantes en los procedimientos de contratación, observen los más altos niveles éticos, ya sea durante el proceso de licitación o de ejecución de un contrato. La convocante actuará frente a cualquier hecho o reclamación que se considere fraudulento o corrupto.</p>

<p>2. Si se comprueba que un funcionario público, o quien actúe en su lugar, y/o el oferente o adjudicatario propuesto en un proceso de contratación, hayan incurrido en prácticas fraudulentas o corruptas, la convocante deberá:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p style=""margin-left:28px"">(i) En la etapa de oferta, se descalificará cualquier oferta del oferente y/o rechazará cualquier propuesta de adjudicación relacionada con el proceso de adquisición o contratación de que se trate; y/o&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p style=""margin-left:28px"">(ii)&nbsp; Durante la ejecución del contrato, se rescindirá el contrato por causa imputable al proveedor;</p>

<p style=""margin-left:28px"">(iii) Se remitirán los antecedentes del oferente o proveedor directamente involucrado en las prácticas fraudulentas o corruptivas, a la Dirección Nacional de Contrataciones Públicas, a los efectos de la aplicación de las sanciones previstas.&nbsp;</p>

<p style=""margin-left:28px"">(iv) Se presentará la denuncia ante las instancias correspondientes si el hecho conocido se encontrare tipificado en la legislación penal.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p>Fraude y corrupción comprenden actos como:&nbsp;</p>

<p style=""margin-left:28px"">(i) Ofrecer, dar, recibir o solicitar, directa o indirectamente, cualquier cosa de valor para influenciar las acciones de otra parte;</p>

<p style=""margin-left:28px"">(ii) Cualquier acto u omisión, incluyendo la tergiversación de hechos y circunstancias, que engañen, o intenten engañar, a alguna parte para obtener un beneficio económico o de otra naturaleza o para evadir una obligación;&nbsp;&nbsp;&nbsp;</p>

<p style=""margin-left:28px"">(iii) Perjudicar o causar daño, o amenazar con perjudicar o causar daño, directa o indirectamente, a cualquier parte o a sus bienes para influenciar las acciones de una parte;&nbsp;&nbsp;&nbsp;</p>

<p style=""margin-left:28px"">(iv) Colusión o acuerdo entre dos o más partes realizado con la intención de alcanzar un propósito inapropiado, incluyendo influenciar en forma inapropiada las acciones de otra parte.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>

<p style=""margin-left:28px"">(v) Cualquier otro acto considerado como tal en la legislación vigente.</p>

<p>3. Los oferentes deberán declarar que por sí mismos o a través de interpósita persona, se abstendrán de adoptar conductas orientadas a que los funcionarios o empleados de la convocante induzcan o alteren las evaluaciones de las propuestas, el resultado del procedimiento u otros aspectos que les otorguen condiciones más ventajosas con relación a los demás participantes.</p>",,,False,False,False
Medio alternativo de Resolución de Conflictos a través del Avenimiento.,,"<p>&nbsp;‘’Los contratistas, proveedores, consultores y contratantes, podrán solicitar la intervención de la Dirección Nacional de Contrataciones Públicas alegando el incumplimiento de los términos y condiciones pactados o controversias legales o técnicas en los contratos regidos por la Ley N° 7021/22. Una vez recibida la solicitud respectiva, dentro de los 15 (quince) días hábiles siguientes a la fecha de su recepción, la Dirección Nacional de Contrataciones Públicas señalará día y hora para audiencia de avenimiento a la que serán citadas las partes. Los requisitos y formalidades para admitir o rechazar la solicitud de intervención, así como los demás trámites del procedimiento de avenimiento serán dispuestos en la reglamentación. Serán aplicables al procedimiento de Avenimiento las disposiciones contenidas en la sección I del Capítulo XVI ‘’PROCEDIMIENTOS JURIDICOS SUSTANCIADOS ANTE LA DIRECCIÓN NACIONAL DE CONTRATACIONES PÚBLICAS’’ de la Ley N° 7021/22.</p>",,,False,False,False
Medio Alternativo de Resolución de Conflictos a través de la Mediación,<p>El procedimiento de Mediación se podrá llevar a cabo ante:</p>,,"<p>El mediador deberá pertenecer a las Listas del Poder Judicial o del CAMP, según la selección de sede establecida.</p>",,True,True,False
Medio alternativo de Resolución de Conflictos a través del Arbitraje,"<p>El procedimiento arbitral se podrá llevar a cabo ante las sedes del Centro de Arbitraje y Mediación del Paraguay (en adelante, ""CAMP""). El tribunal será conformado por:</p>",,,<p><em>[Deberá seleccionar una opción]</em></p>,True,True,False
Modelo de Contrato,,"<p>Entre__________________________________________, domiciliada en ____________________, República del Paraguay, representada para este acto por________________________, con cédula de identidad N° ________, denominada en adelante la contratante, por una parte, y,&nbsp;por la otra, la firma ____________, domiciliada en ___________________________________, República del Paraguay, representada para este acto por _________________________________, con cédula de identidad N° ________________, denominada en adelante el proveedor, identificadas en conjunto como ""LAS PARTES"" e, individualmente, ""PARTE"", acuerdan celebrar el presente ""Contrato de _______________________________"", el cual estará sujeto a las siguientes cláusulas y condiciones:</p>",,<p>Completar con los datos requeridos para la identificacion a la firma y los responsables de cada una de las partes contratantes.</p>,True,False,False
Objeto del contrato,"<p>El presente contrato tiene por objeto establecer las obligaciones que asumen LAS PARTES, en relación a la adjudicación de la convocatoria:&nbsp;</p>",,,<p>En este apartado se deberá describir el objeto de la&nbsp;contratación.</p>,True,False,False
Documentos integrantes del contrato,,"<p>Los documentos contractuales, que forman parte integral del contrato, además de los documentos contractuales firmados por las partes, son los siguientes:</p>

<ol>
	<li>Contrato y sus adendas o modificaciones;</li>
	<li>El Pliego de Bases y Condiciones y sus adendas o modificaciones;</li>
	<li>Los datos cargados en el SICP;</li>
	<li>La oferta del proveedor;</li>
	<li>La resolución de adjudicación del contrato emitida por la contratante y su respectiva notificación.</li>
	<li>
	<div>
	<p>&nbsp;La póliza a ser emitida por la aseguradora.</p>
	</div>
	</li>
</ol>

<p>&nbsp;</p>

<p>Los documentos que forman parte del contrato deberán considerarse mutuamente explicativos; en caso de contradicción o discrepancia entre los mismos, la prioridad se dará en el orden enunciado anteriormente.</p>",,,False,False,False
Documentos adicionales del contrato,<p>Los documentos adicionales del contrato son:</p>,,,"<p>En este apartado se deberá citar los documentos adicionales al contrato, diferentes a lo indicado en la cláusula anterior, en caso de que los hubiere.</p>

<p>En caso de no contar con documentos adicionales al contrato, se deberá seleccionar la opción: Excluir cláusula.&nbsp;</p>",True,False,True
Identificación del crédito presupuestario para cubrir el compromiso derivado del contrato,,"<p>El crédito presupuestario para cubrir el compromiso derivado del presente contrato está previsto conforme al Certificado de Disponibilidad Presupuestaria vinculado al Programa Anual de Contrataciones (PAC) con el ID N°:&nbsp;</p>

<p>&nbsp;</p>",,"<p><em>[En este apartado se deberá indicar además otras condiciones del procedimiento de contratación, como por ejemplo la plurianualidad.</em></p>

<p><em>Ej.: Por tratarse de una contratación de carácter plurianual, la validez de la partida presupuestaria del ejercicio fiscal siguiente, estará sujeta a la aprobación de la Ley de Presupuesto correspondiente]</em></p>",True,False,False
Procedimiento de contratación,,"<p>El presente Contrato es el resultado del procedimiento de _______________&nbsp; N° ___________, convocado por la ________________________. La adjudicación fue realizada según acto administrativo N°_______.</p>",,"<p>En este apartado se deberá indicar en los espacios en blanco&nbsp;el nombre de la licitación, la convocante y el número de resolución por el cual se da la adjudicación.</p>",True,False,False
Precio unitario y el importe total a pagar,,"<p>[Formato de tabla]</p>

<table border=""1"" cellspacing=""0"">
	<tbody>
		<tr>
			<td>
			<p>Nro. De Orden</p>
			</td>
			<td>
			<p>Nro. De Ítem/Lote</p>
			</td>
			<td>
			<p>Descripción</p>
			</td>
			<td>
			<p>Marca</p>
			</td>
			<td>
			<p>Procedencia</p>
			</td>
			<td>
			<p>Unidad de Medida</p>
			</td>
			<td>
			<p>Cantidad</p>
			</td>
			<td>
			<p>Precio Unitario</p>
			</td>
			<td>
			<p>Monto Total</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<p>Total: [sumatoria]</p>

<p>El monto total del presente contrato asciende a la suma de: __________________________</p>

<p>&nbsp;</p>

<p>[Formato de Tabla para contrato abierto – Cantidades mínimas y máximas]</p>

<table border=""1"" cellspacing=""0"">
	<tbody>
		<tr>
			<td>
			<p>Nro. De Orden</p>
			</td>
			<td>
			<p>Nro. De Ítem/Lote</p>
			</td>
			<td>
			<p>Descripción del Servicio</p>
			</td>
			<td>
			<p>Marca</p>
			</td>
			<td>
			<p>Procedencia</p>
			</td>
			<td>
			<p>Unidad de Medida</p>
			</td>
			<td>
			<p>Cantidad mínima</p>
			</td>
			<td>
			<p>Cantidad máxima</p>
			</td>
			<td>
			<p>Precio Unitario</p>
			</td>
			<td>
			<p>Monto mínimo</p>
			</td>
			<td>
			<p>Monto máximo</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>

<p>Total: [sumatoria de columna de montos mínimos y sumatoria de columna de montos máximos]</p>

<p>&nbsp;</p>

<p>[Formato de Tabla para contrato abierto - montos mínimos y máximos]</p>

<table cellspacing=""0"">
	<tbody>
		<tr>
			<td>
			<p>Nro. De Orden</p>
			</td>
			<td colspan=""2"">
			<p>Nro. De Ítem/Lote</p>
			</td>
			<td>
			<p>Descripción del Servicio</p>
			</td>
			<td colspan=""2"">
			<p>Unidad de Medida</p>
			</td>
			<td>
			<p>Cantidad</p>
			</td>
			<td>
			<p>Presentación</p>
			</td>
			<td>
			<p>Precio Unitario (IVA incluido)</p>
			</td>
		</tr>
		<tr>
			<td>
			<p>&nbsp;</p>
			</td>
			<td colspan=""2"">
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td colspan=""2"">
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
		<tr>
			<td colspan=""7"">
			<p>&nbsp;</p>
			</td>
			<td>
			<p>Precio total:</p>
			</td>
			<td>
			<p>&nbsp;</p>
			</td>
		</tr>
		<tr>
			<td colspan=""2"">
			<p>*Monto mínimo</p>
			</td>
			<td colspan=""3"">
			<p>…………………….. Gs.</p>
			</td>
			<td colspan=""4"">
			<p>&nbsp;</p>
			</td>
		</tr>
		<tr>
			<td colspan=""2"">
			<p>*Monto máximo</p>
			</td>
			<td colspan=""3"">
			<p>…………………….. Gs.</p>
			</td>
			<td colspan=""4"">
			<p>&nbsp;</p>
			</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>

<p>Total: [sumatoria de columna de montos mínimos y sumatoria de columna de montos máximos]</p>

<p>El monto&nbsp; mínimo del presente contrato asciende a la suma de__________________________ y el monto máximo es de_______________</p>",,"<p>Dependiendo del sistema de adjudicación, se deberá optar por algunas de la planillas disponibles, sean estas adjudicaciones por el total, por ítems o lotes o en todo caso si son contratos abiertos por montos o por cantidades.&nbsp;</p>",True,False,False
Vigencia del contrato,"<p style=""margin-left:38px"">Este contrato tendrá vigencia hasta el cumplimiento total de las obligaciones.</p>",,,"<p><em>[En los casos de contrato abierto, reemplazar la frase anterior por la fecha exacta de inicio y terminación de la vigencia del contrato.&nbsp; Si el plazo de ejecución contractual excede el ejercicio presupuestario, deberá aclararse que la validez o continuidad de la contratación quedará supeditada a la disponibilidad de créditos presupuestarios aprobados y asignación del Plan Financiero en los Ejercicios Fiscales siguientes ( Artículo 44 de la Ley N° 7021/22)</em></p>",True,False,False
"Plazo, lugar y condiciones de prestación del servicio","<p>Los servicios deberán ser prestados dentro de los plazos establecidos en el cronograma de entregas del pliego de bases y condiciones, en la siguiente dirección:</p>",,,,True,False,False
Administración del Contrato,<p>La administración&nbsp;de éste contrato estará a cargo de:&nbsp;</p>,,,"<p><em>Indicar cargo/s, dependencia/s y nombre/s del/os responsable/s.</em><em> </em></p>",True,False,False
Formas y términos para garantizar el Cumplimiento del Contrato,,"<p>La garantía para el fiel cumplimiento del contrato se regirá por lo establecido en las Condiciones Contractuales, la cual se presentará a más tardar dentro de los 10 (días) calendarios siguientes a la firma del contrato.</p>",,,False,False,False
